Name,State Code,Cases,Deaths,Risk Index
Columbiana,OH,881,52,3.22
Kenosha,WI,1201,30,3.22
Palm Beach,FL,6219,351,3.24
Tolland,CT,848,60,3.29
Charles,MD,1133,73,3.44
Winnebago,IL,2313,56,3.50
Tama,IA,404,27,3.54
Holmes,MS,439,28,3.56
Shelby,TN,5313,117,3.57
Durham,NC,1706,47,3.60
Loudoun,VA,2636,67,3.64
Lauderdale,MS,745,68,3.66
Jefferson,CO,2266,172,3.83
Hampshire,MA,883,90,3.83
Tallapoosa,AL,431,66,3.87
St. Tammany Parish,LA,1776,159,3.89
King,WA,8177,570,3.92
Habersham,GA,530,23,4.04
Hamilton,IN,1170,93,4.08
West Baton Rouge Parish,LA,176,31,4.15
Douglas,NE,4476,41,4.15
Dallas,TX,10462,229,4.19
Cass,IN,1592,10,4.24
Hillsborough,NH,2528,149,4.26
Litchfield,CT,1402,133,4.29
Black Hawk,IA,1753,45,4.30
Broward,FL,7248,317,4.32
Davidson,TN,5323,64,4.41
Racine,WI,1762,41,4.49
Hunterdon,NJ,999,60,4.49
Woodbury,IA,2781,36,4.52
Nobles,MN,1552,10,4.52
Upson,GA,288,34,4.60
Carroll,MD,927,93,4.61
Iberville Parish,LA,578,41,4.61
Mitchell,GA,413,32,4.63
Floyd,IN,319,40,4.66
Summit,OH,1475,180,4.70
Albany,NY,1900,100,4.73
Hancock,GA,197,25,4.77
Bledsoe,TN,609,10,4.91
Minnehaha,SD,3362,49,4.94
Ascension Parish,LA,841,56,4.97
Muscatine,IA,558,41,5.01
Lincoln,AR,983,10,5.05
Butts,GA,233,24,5.14
Monroe,PA,1325,101,5.19
Salem,NJ,645,42,5.24
Hamilton,OH,2721,156,5.26
Frederick,MD,1961,107,5.27
Cape May,NJ,628,50,5.35
St. Charles Parish,LA,645,45,5.42
Jefferson,KY,2562,157,5.54
Gwinnett,GA,3919,134,5.80
Sumter,GA,491,44,5.82
Luzerne,PA,2750,153,5.87
Hendricks,IN,1177,73,5.88
St. James Parish,LA,294,27,5.93
Early,GA,245,32,6.00
Colfax,NE,620,10,6.17
Howard,MD,1975,61,6.37
Clayton,GA,1241,51,6.69
Richmond,VA,287,10,7.02
Hall,GA,2517,50,7.05
Neshoba,MS,707,42,7.17
Terrell,GA,214,26,7.37
Genesee,MI,2021,252,7.44
Bristol,RI,224,10,7.56
Kent,RI,1052,51,7.76
Lancaster,PA,3218,306,7.78
Cuyahoga,OH,4581,245,7.88
Barnstable,MA,1430,118,7.98
Hall,NE,1522,43,8.06
Fulton,GA,4659,244,8.32
Chester,PA,2823,284,8.52
Anne Arundel,MD,3924,178,8.66
Caddo Parish,LA,2609,190,8.91
Northampton,VA,243,23,8.92
Sussex,NJ,1123,148,9.11
Dutchess,NY,3936,142,9.21
Cobb,GA,3063,185,9.48
Polk,IA,4328,133,9.50
DeKalb,GA,3828,121,9.84
Franklin,OH,5996,279,9.86
Atlantic,NJ,2251,162,9.87
Sussex,DE,4299,135,9.96
Cumberland,NJ,2345,78,10.00
New Castle,DE,3883,172,10.11
Miami-Dade,FL,18224,722,10.24
San Francisco,CA,2587,43,10.86
Lackawanna,PA,1555,174,10.92
Mahoning,OH,1456,186,11.01
Johnson,IN,1117,110,11.04
Will,IL,5649,280,11.25
Erie,NY,6173,512,11.30
Pickaway,OH,2092,37,11.30
Middlesex,CT,1154,150,11.43
Lake,IN,3689,200,11.97
Arapahoe,CO,4453,309,12.04
Marion,OH,2674,30,12.10
Putnam,NY,1262,60,12.48
Henrico,VA,1919,135,13.49
Los Angeles,CA,57118,2443,13.76
Gloucester,NJ,2262,148,14.19
Broomfield and City,CO,244,27,14.42
Berks,PA,4107,321,14.93
Lucas,OH,2282,252,15.40
Burlington,NJ,4680,297,15.60
Prince William,VA,5724,104,15.66
Warren,NJ,1173,132,16.46
Baltimore,MD,6385,358,16.47
St. Louis,MO,4886,443,17.10
East Baton Rouge Parish,LA,3730,240,17.34
Wyandotte,KS,1407,74,17.45
Kane,IL,6467,186,17.99
St. John the Baptist Parish,LA,864,82,19.26
Ramsey,MN,3128,133,21.19
Northampton,PA,3108,213,23.73
Bucks,PA,5116,515,27.20
Dakota,NE,1675,22,27.38
Lehigh,PA,3780,235,29.30
Worcester,MA,11438,790,30.04
Oakland,MI,8412,999,30.87
Lake,IL,8450,307,33.05
Hennepin,MN,8591,627,33.75
Dougherty,GA,1784,149,34.28
DuPage,IL,7818,380,38.95
Fairfax,VA,11426,391,39.68
Bristol,MA,7380,435,42.35
Milwaukee,WI,8004,309,43.49
Macomb,MI,6720,818,46.07
City of St. Louis,MO,1839,124,47.22
Jefferson Parish,LA,7711,453,50.51
Orange,NY,10449,378,50.61
Montgomery,PA,7172,696,51.38
Hampden,MA,6201,603,52.34
Plymouth,MA,8228,568,57.29
Montgomery,MD,11731,624,57.69
Trousdale,TN,1396,10,62.58
Marion,IN,9978,592,66.28
Providence,RI,11052,390,67.54
Ocean,NJ,8817,743,68.76
Monmouth,NJ,8289,608,68.99
Morris,NJ,6512,617,69.61
Somerset,NJ,4605,419,76.79
Prince George's,MD,15553,552,78.62
Camden,NJ,6603,339,79.91
Hartford,CT,10536,1253,80.50
Denver,CO,5854,332,83.86
Suffolk,NY,39980,1909,86.42
New Haven,CT,11525,985,87.13
Baltimore City,MD,5688,263,105.13
Orleans Parish,LA,7156,506,106.44
Norfolk,MA,8600,845,108.55
Middlesex,MA,22296,1663,120.11
Delaware,PA,6496,567,138.54
Fairfield,CT,15776,1287,141.80
Essex,MA,14795,971,155.78
Mercer,NJ,7004,477,160.37
Wayne,MI,20468,2475,166.12
Arlington,VA,2133,117,168.77
Cook,IL,79673,3726,242.11
Middlesex,NJ,16021,997,248.26
Westchester,NY,33633,1378,391.66
Rockland,NY,13223,500,427.52
Philadelphia,PA,18703,1346,462.82
Bergen,NJ,18333,1584,531.10
Nassau,NY,40572,2127,570.16
Passaic,NJ,16234,931,650.76
Richmond,NY,13562,948,1078.39
Essex,NJ,17752,1672,1181.54
Union,NJ,15868,1078,1196.10
Suffolk,MA,18636,902,1611.32
Hudson,NJ,18455,1188,2781.58
Queens,NY,62293,6213,3906.23
New York,NY,26814,2790,5759.66
Kings,NY,56242,6639,6239.30
Bronx,NY,45466,4315,10000.00
